description,word_no,valence_mean,valence_sd,arousal_mean,arousal_sd,dominance_mean,dominance_sd,word_frequency
scissors,974,5.0499999999999998,0.95999999999999996,4.4699999999999998,1.76,5.1600000000000001,1.8400000000000001,1
seat,380,4.9500000000000002,0.97999999999999998,2.9500000000000002,1.72,4.8399999999999999,1.8799999999999999,54
sentiment,977,5.9800000000000004,1.71,4.4100000000000001,2.2999999999999998,5.0899999999999999,1.46,23
serious,383,5.0800000000000001,1.5900000000000001,4.0,1.8700000000000001,5.1200000000000001,1.6499999999999999,116
sheltered,387,5.75,1.9199999999999999,4.2800000000000002,1.77,3.7599999999999998,1.9099999999999999,4
ship,388,5.5499999999999998,1.3999999999999999,4.3799999999999999,2.29,5.1200000000000001,2.3100000000000001,83
shy,389,4.6399999999999997,1.8300000000000001,3.77,2.29,3.4399999999999999,1.96,13
slush,983,4.6600000000000001,1.8799999999999999,3.73,2.23,4.9100000000000001,1.48,.
sphere,991,5.3300000000000001,0.87,3.8799999999999999,1.99,5.0,0.92000000000000004,22
spray,992,5.4500000000000002,1.6299999999999999,4.1399999999999997,2.2799999999999998,5.1200000000000001,1.4299999999999999,16
square,408,4.7400000000000002,1.02,3.1800000000000002,1.76,4.5099999999999998,1.45,143
statue,995,5.1699999999999999,0.69999999999999996,3.46,1.72,4.9500000000000002,1.3999999999999999,17
stiff,997,4.6799999999999997,1.97,4.0199999999999996,2.4100000000000001,4.9299999999999997,2.04,21
stomach,998,4.8200000000000003,2.0600000000000001,3.9300000000000002,2.4900000000000002,4.6799999999999997,1.8500000000000001,37
stove,1001,4.9800000000000004,1.6899999999999999,4.5099999999999998,2.1400000000000001,5.3600000000000003,1.8700000000000001,15
street,412,5.2199999999999998,0.71999999999999997,3.3900000000000001,1.8700000000000001,4.8099999999999996,1.21,244
subdued,416,4.6699999999999999,1.3100000000000001,2.8999999999999999,1.8100000000000001,4.0800000000000001,1.5600000000000001,8
swamp,1004,5.1399999999999997,2.2400000000000002,4.8600000000000003,2.3599999999999999,5.29,1.6299999999999999,5
table,426,5.2199999999999998,0.71999999999999997,2.9199999999999999,2.1600000000000001,4.4699999999999998,1.6599999999999999,198
tank,613,5.1600000000000001,1.8700000000000001,4.8799999999999999,1.8600000000000001,4.7800000000000002,1.9299999999999999,12
taxi,1008,5.0,1.96,3.4100000000000001,2.1400000000000001,4.6399999999999997,1.8300000000000001,16
teacher,1009,5.6799999999999997,2.1200000000000001,4.0499999999999998,2.6099999999999999,5.1100000000000003,2.2000000000000002,80
tennis,540,6.0199999999999996,1.97,4.6100000000000003,2.6000000000000001,5.6100000000000003,2.1200000000000001,15
theory,434,5.2999999999999998,1.49,4.6200000000000001,1.9399999999999999,4.8799999999999999,1.8100000000000001,129
thermometer,1012,4.7300000000000004,1.05,3.79,2.02,4.3899999999999997,1.51,.
time,439,5.3099999999999996,2.02,4.6399999999999997,2.75,4.6299999999999999,2.2400000000000002,1599
tool,1015,5.1900000000000004,1.27,4.3300000000000001,1.78,5.6699999999999999,1.6200000000000001,40
tower,1016,5.46,1.75,3.9500000000000002,2.2799999999999998,5.7800000000000002,2.1400000000000001,13
truck,577,5.4699999999999998,1.8799999999999999,4.8399999999999999,2.1699999999999999,5.3300000000000001,1.8300000000000001,57
trumpet,456,5.75,1.3799999999999999,4.9699999999999998,2.1299999999999999,4.5700000000000003,1.72,7
trunk,1020,5.0899999999999999,1.5700000000000001,4.1799999999999997,2.1899999999999999,5.1399999999999997,1.8999999999999999,8
umbrella,578,5.1600000000000001,1.5700000000000001,3.6800000000000002,1.99,5.4199999999999999,1.9099999999999999,8
unit,1023,5.5899999999999999,1.8700000000000001,3.75,2.4900000000000002,5.1100000000000003,1.74,103
utensil,1024,5.1399999999999997,1.3899999999999999,3.5699999999999998,1.98,5.4000000000000004,1.47,.
vest,1026,5.25,1.3300000000000001,3.9500000000000002,2.0899999999999999,5.0899999999999999,1.24,4
village,477,5.9199999999999999,1.3400000000000001,4.0800000000000001,1.8700000000000001,4.9400000000000004,1.74,72
violin,579,5.4299999999999997,1.98,3.4900000000000002,2.2599999999999998,5.1799999999999997,2.0099999999999998,11
wagon,1029,5.3700000000000001,0.96999999999999997,3.98,2.04,5.0499999999999998,1.2,55
watch,580,5.7800000000000002,1.51,4.0999999999999996,2.1200000000000001,5.3700000000000001,1.75,81
whistle,1030,5.8099999999999996,1.21,4.6900000000000004,1.99,5.2699999999999996,1.8700000000000001,4
windmill,1032,5.5999999999999996,1.6499999999999999,3.7400000000000002,2.1299999999999999,5.2400000000000002,1.04,1
window,495,5.9100000000000001,1.3799999999999999,3.9700000000000002,2.0099999999999998,4.9100000000000001,1.6000000000000001,119
wine,496,5.9500000000000002,2.1899999999999999,4.7800000000000002,2.3399999999999999,5.3099999999999996,2.1499999999999999,72
wonder,499,6.0300000000000002,1.5800000000000001,5.0,2.23,5.3200000000000003,2.1699999999999999,67
writer,1036,5.5199999999999996,1.8999999999999999,4.3300000000000001,2.4500000000000002,4.7300000000000004,1.8400000000000001,73
yellow,545,5.6100000000000003,1.9399999999999999,4.4299999999999997,2.0499999999999998,5.4699999999999998,1.5800000000000001,55
