description,word_no,valence_mean,valence_sd,arousal_mean,arousal_sd,dominance_mean,dominance_sd,word_frequency
disappoint,120,2.3900000000000001,1.4399999999999999,4.9199999999999999,2.6400000000000001,3.29,2.3199999999999998,.
disaster,121,1.73,1.1299999999999999,6.3300000000000001,2.7000000000000002,3.52,2.4199999999999999,26
discomfort,726,2.1899999999999999,1.23,4.1699999999999999,2.4399999999999999,3.8599999999999999,2.2599999999999998,7
discouraged,122,3.0,2.1600000000000001,4.5300000000000002,2.1099999999999999,3.6099999999999999,2.0099999999999998,15
disdainful,123,3.6800000000000002,1.8999999999999999,5.04,2.1400000000000001,4.5499999999999998,1.9199999999999999,2
disgusted,124,2.4500000000000002,1.4099999999999999,5.4199999999999999,2.5899999999999999,4.3399999999999999,1.9399999999999999,6
displeased,126,2.79,2.23,5.6399999999999997,2.48,4.1900000000000004,2.1899999999999999,7
disturb,727,3.6600000000000001,2.0,5.7999999999999998,2.3900000000000001,4.5499999999999998,1.8999999999999999,10
divorce,128,2.2200000000000002,1.8799999999999999,6.3300000000000001,2.71,3.2599999999999998,2.2400000000000002,29
dreadful,131,2.2599999999999998,1.9099999999999999,5.8399999999999999,2.6200000000000001,4.0999999999999996,2.3599999999999999,10
dreary,731,3.0499999999999998,1.5800000000000001,2.98,2.1800000000000002,3.8100000000000001,1.6399999999999999,6
dummy,732,3.3799999999999999,1.7,4.3499999999999996,2.25,3.6699999999999999,2.02,3
dump,733,3.21,1.8700000000000001,4.1200000000000001,2.3599999999999999,3.8300000000000001,1.8700000000000001,4
dustpan,555,3.98,1.6799999999999999,3.4300000000000002,2.0,5.4500000000000002,1.8100000000000001,.
embarrassed,140,3.0299999999999998,1.8500000000000001,5.8700000000000001,2.5499999999999998,2.8700000000000001,1.99,8
excuse,153,4.0499999999999998,1.4099999999999999,4.4800000000000004,2.29,4.0700000000000003,2.1000000000000001,27
execution,154,2.3700000000000001,2.0600000000000001,5.71,2.7400000000000002,4.1100000000000003,2.6600000000000001,15
failure,156,1.7,1.0700000000000001,4.9500000000000002,2.8100000000000001,2.3999999999999999,2.1800000000000002,89
fall,743,4.0899999999999999,2.21,4.7000000000000002,2.48,4.0,2.1499999999999999,147
FALSE,744,3.27,1.3999999999999999,3.4300000000000002,2.0899999999999999,4.0999999999999996,1.5600000000000001,29
fat,160,2.2799999999999998,1.9199999999999999,4.8099999999999996,2.7999999999999998,4.4699999999999998,3.0600000000000001,60
fatigued,162,3.2799999999999998,1.4299999999999999,2.6400000000000001,2.1899999999999999,3.7799999999999998,1.97,3
fault,747,3.4300000000000002,1.3799999999999999,4.0700000000000003,1.6899999999999999,4.0199999999999996,1.6599999999999999,22
fearful,163,2.25,1.1799999999999999,6.3300000000000001,2.2799999999999998,3.6400000000000001,2.1800000000000002,13
feeble,164,3.2599999999999998,1.47,4.0999999999999996,2.0699999999999998,2.71,1.6399999999999999,8
fever,750,2.7599999999999998,1.6399999999999999,4.29,2.3100000000000001,3.52,2.1499999999999999,19
filth,165,2.4700000000000002,1.6799999999999999,5.1200000000000001,2.3199999999999998,3.8100000000000001,2.0600000000000001,2
flabby,167,2.6600000000000001,1.8700000000000001,4.8200000000000003,2.8100000000000001,3.3100000000000001,1.8999999999999999,.
flood,755,3.1899999999999999,1.6599999999999999,6.0,2.02,3.2400000000000002,2.1400000000000001,19
foul,169,2.8100000000000001,1.52,4.9299999999999997,2.23,4.5099999999999998,1.8899999999999999,4
fraud,171,2.6699999999999999,1.6599999999999999,5.75,2.4500000000000002,3.5800000000000001,2.5,8
frigid,758,3.5,1.8500000000000001,4.75,2.5600000000000001,4.2699999999999996,1.98,5
frustrated,177,2.48,1.6399999999999999,5.6100000000000003,2.7599999999999998,3.5,2.1200000000000001,10
fungus,179,3.0600000000000001,1.75,4.6799999999999997,2.3300000000000001,4.0599999999999996,1.9399999999999999,2
gangrene,181,2.2799999999999998,1.9099999999999999,5.7000000000000002,2.96,3.3599999999999999,2.3399999999999999,.
garbage,182,2.98,1.96,5.04,2.5,4.2400000000000002,2.02,7
germs,764,2.8599999999999999,1.3899999999999999,4.4900000000000002,2.2400000000000002,3.79,1.5900000000000001,1
gloom,188,1.8799999999999999,1.23,3.8300000000000001,2.3300000000000001,3.5499999999999998,2.0699999999999998,14
gossip,767,3.48,2.3300000000000001,5.7400000000000002,2.3799999999999999,3.5699999999999998,2.2599999999999998,13
greed,769,3.5099999999999998,1.9299999999999999,4.71,2.2599999999999998,4.8799999999999999,2.0299999999999998,3
grenade,771,3.6000000000000001,1.8799999999999999,5.7000000000000002,2.52,4.29,2.5,3
grief,195,1.6899999999999999,1.04,4.7800000000000002,2.8399999999999999,3.5,2.3500000000000001,10
grime,772,3.3700000000000001,1.3400000000000001,3.98,2.29,4.4699999999999998,1.28,.
gripe,774,3.1400000000000001,1.5600000000000001,5.0,2.1899999999999999,4.6699999999999999,1.79,.
guilty,197,2.6299999999999999,1.98,6.04,2.7599999999999998,3.0899999999999999,2.2200000000000002,29
habit,775,4.1100000000000003,1.77,3.9500000000000002,2.1099999999999999,4.2999999999999998,1.79,23
handicap,779,3.29,1.6899999999999999,3.8100000000000001,2.27,4.0,2.2400000000000002,6
haphazard,780,4.0199999999999996,1.4099999999999999,4.0700000000000003,2.1800000000000002,4.29,1.6699999999999999,2
hardship,782,2.4500000000000002,1.6100000000000001,4.7599999999999998,2.5499999999999998,4.2199999999999998,2.3999999999999999,9
headache,203,2.02,1.0600000000000001,5.0700000000000003,2.7400000000000002,3.6000000000000001,1.98,5
hell,788,2.2400000000000002,1.6200000000000001,5.3799999999999999,2.6200000000000001,3.2400000000000002,2.3599999999999999,95
helpless,206,2.2000000000000002,1.4199999999999999,5.3399999999999999,2.52,2.27,1.8300000000000001,21
hinder,790,3.8100000000000001,1.4199999999999999,4.1200000000000001,2.0099999999999998,4.21,1.54,.
hooker,793,3.3399999999999999,2.3100000000000001,4.9299999999999997,2.8199999999999998,4.7300000000000004,2.48,.
humiliate,797,2.2400000000000002,1.3400000000000001,6.1399999999999997,2.4199999999999999,2.6000000000000001,1.9399999999999999,.
hungry,221,3.5800000000000001,2.0099999999999998,5.1299999999999999,2.4399999999999999,4.6799999999999997,2.0499999999999998,23
hurt,222,1.8999999999999999,1.26,5.8499999999999996,2.4900000000000002,3.3300000000000001,2.2200000000000002,37
idiot,223,3.1600000000000001,1.9099999999999999,4.21,2.4700000000000002,3.1800000000000002,2.1299999999999999,2
ignorance,803,3.0699999999999998,2.25,4.3899999999999997,2.4900000000000002,4.4100000000000001,2.3799999999999999,16
illness,804,2.48,1.3999999999999999,4.71,2.2400000000000002,3.21,1.8500000000000001,20
immature,806,3.3900000000000001,1.7,4.1500000000000004,1.96,4.8499999999999996,2.2000000000000002,7
immoral,807,3.5,2.1600000000000001,4.9800000000000004,2.48,4.6600000000000001,2.3300000000000001,5
impair,808,3.1800000000000002,1.8600000000000001,4.04,2.1400000000000001,4.0899999999999999,2.1800000000000002,4
impotent,224,2.8100000000000001,1.9199999999999999,4.5700000000000003,2.5899999999999999,3.4300000000000002,2.4300000000000002,2
infection,228,1.6599999999999999,1.3400000000000001,5.0300000000000002,2.77,3.6099999999999999,2.6400000000000001,8
inferior,812,3.0699999999999998,1.5700000000000001,3.8300000000000001,2.0499999999999998,2.7799999999999998,2.0800000000000001,7
injury,595,2.4900000000000002,1.76,5.6900000000000004,2.0600000000000001,3.5699999999999998,1.6200000000000001,27
insane,815,2.8500000000000001,1.9399999999999999,5.8300000000000001,2.4500000000000002,4.1200000000000001,2.23,13
insect,816,4.0700000000000003,2.1600000000000001,4.0700000000000003,2.46,4.5599999999999996,2.4700000000000002,14
insecure,230,2.3599999999999999,1.3300000000000001,5.5599999999999996,2.3399999999999999,2.3300000000000001,1.95,3
insult,817,2.29,1.3300000000000001,6.0,2.46,3.6200000000000001,2.0499999999999998,7
invader,823,3.0499999999999998,2.0099999999999998,5.5,2.3999999999999999,4.0,2.6000000000000001,1
irritate,235,3.1099999999999999,1.6699999999999999,5.7599999999999998,2.1499999999999999,5.0300000000000002,2.0499999999999998,.
jail,236,1.95,1.27,5.4900000000000002,2.6699999999999999,3.8100000000000001,2.71,21
knife,596,3.6200000000000001,2.1800000000000002,5.7999999999999998,2.0,4.1200000000000001,2.1800000000000002,76
lawsuit,842,3.3700000000000001,2.0,4.9299999999999997,2.4399999999999999,3.9199999999999999,2.02,1
leprosy,254,2.0899999999999999,1.3999999999999999,6.29,2.23,4.0,2.2999999999999998,1
lice,256,2.3100000000000001,1.78,5.0,2.2599999999999998,3.9500000000000002,2.29,2
lie,257,2.79,1.9199999999999999,5.96,2.6299999999999999,3.2999999999999998,2.4199999999999999,59
listless,259,4.1200000000000001,1.73,4.0999999999999996,2.3100000000000001,4.1399999999999997,1.73,1
loneliness,260,1.6100000000000001,1.02,4.5599999999999996,2.9700000000000002,2.5099999999999998,2.27,9
lonely,261,2.1699999999999999,1.76,4.5099999999999998,2.6800000000000002,2.9500000000000002,2.1200000000000001,25
loser,851,2.25,1.48,4.9500000000000002,2.5699999999999998,3.02,2.1699999999999999,1
lost,852,2.8199999999999998,1.8300000000000001,5.8200000000000003,2.6200000000000001,2.8599999999999999,1.6399999999999999,173
louse,262,2.8100000000000001,1.9199999999999999,4.9800000000000004,2.0299999999999998,3.5699999999999998,2.2599999999999998,3
lump,854,4.1600000000000001,2.3399999999999999,4.7999999999999998,2.8199999999999998,4.3200000000000003,2.1800000000000002,7
madman,857,3.9100000000000001,2.4900000000000002,5.5599999999999996,2.7799999999999998,4.79,2.5499999999999998,2
maggot,269,2.0600000000000001,1.47,5.2800000000000002,2.96,4.0300000000000002,2.0899999999999999,2
malaria,860,2.3999999999999999,1.3799999999999999,4.4000000000000004,2.54,3.2200000000000002,1.8999999999999999,3
malice,270,2.6899999999999999,1.8400000000000001,5.8600000000000003,2.75,4.7400000000000002,2.7200000000000002,2
mangle,861,3.8999999999999999,2.0099999999999998,5.4400000000000004,2.1000000000000001,4.6100000000000003,1.8400000000000001,.
maniac,862,3.7599999999999998,2.0,5.3899999999999997,2.46,4.2199999999999998,2.0699999999999998,4
manure,865,3.1000000000000001,1.74,4.1699999999999999,2.0899999999999999,4.6699999999999999,1.3600000000000001,6
massacre,867,2.2799999999999998,1.74,5.3300000000000001,2.6299999999999999,3.5,2.2599999999999998,1
measles,272,2.7400000000000002,1.97,5.0599999999999996,2.4399999999999999,4.1299999999999999,2.1600000000000001,2
meek,273,3.8700000000000001,1.6899999999999999,3.7999999999999998,2.1299999999999999,3.6699999999999999,2.23,10
menace,275,2.8799999999999999,1.6399999999999999,5.5199999999999996,2.4500000000000002,4.9800000000000004,2.25,9
messy,873,3.1499999999999999,1.73,3.3399999999999999,2.3700000000000001,4.75,2.1499999999999999,3
mildew,277,3.1699999999999999,1.3600000000000001,4.0800000000000001,1.79,4.4000000000000004,1.79,1
misery,879,1.9299999999999999,1.6000000000000001,5.1699999999999999,2.6899999999999999,2.5499999999999998,1.45,15
mistake,880,2.8599999999999999,1.79,5.1799999999999997,2.4199999999999999,3.8599999999999999,2.4199999999999999,34
mold,882,3.5499999999999998,1.7,4.0700000000000003,1.98,4.3300000000000001,1.8300000000000001,45
moody,883,3.2000000000000002,1.5800000000000001,4.1799999999999997,2.3799999999999999,4.3899999999999997,1.71,5
morbid,284,2.8700000000000001,2.1400000000000001,5.0599999999999996,2.6800000000000002,4.3399999999999999,2.5,1
morgue,285,1.9199999999999999,1.3200000000000001,4.8399999999999999,2.96,3.6099999999999999,1.9399999999999999,1
mosquito,885,2.7999999999999998,1.9099999999999999,4.7800000000000002,2.7200000000000002,4.5099999999999998,2.1499999999999999,1
mucus,886,3.3399999999999999,2.29,3.4100000000000001,2.1699999999999999,4.7999999999999998,1.8300000000000001,2
mutation,890,3.9100000000000001,2.4399999999999999,4.8399999999999999,2.52,4.0700000000000003,2.1000000000000001,.
nasty,895,3.5800000000000001,2.3799999999999999,4.8899999999999997,2.5,5.0,2.1699999999999999,5
needle,897,3.8199999999999998,1.73,5.3600000000000003,2.8900000000000001,3.9500000000000002,2.1699999999999999,15
neglect,898,2.6299999999999999,1.6399999999999999,4.8300000000000001,2.3100000000000001,3.8500000000000001,2.29,12
noose,906,3.7599999999999998,1.6399999999999999,4.3899999999999997,2.0800000000000001,4.1699999999999999,1.9199999999999999,3
nuisance,908,3.27,1.8600000000000001,4.4900000000000002,2.6899999999999999,4.3600000000000003,1.73,5
obesity,911,2.73,1.8500000000000001,3.8700000000000001,2.8199999999999998,3.7400000000000002,2.4500000000000002,5
obnoxious,913,3.5,2.1800000000000002,4.7400000000000002,2.4199999999999999,5.3899999999999997,2.2000000000000002,5
offend,917,2.7599999999999998,1.5,5.5599999999999996,2.0600000000000001,3.73,2.0299999999999998,4
overcast,923,3.6499999999999999,1.6100000000000001,3.46,1.9199999999999999,4.2000000000000002,1.79,9
paralysis,926,1.98,1.4399999999999999,4.7300000000000004,2.8300000000000001,2.5600000000000001,1.8200000000000001,6
penalty,931,2.8300000000000001,1.5600000000000001,5.0999999999999996,2.3100000000000001,3.9500000000000002,1.97,14
pervert,312,2.79,2.1200000000000001,6.2599999999999998,2.6099999999999999,4.7199999999999998,2.8300000000000001,1
pest,313,3.1299999999999999,1.8200000000000001,5.6200000000000001,2.1499999999999999,5.29,2.1299999999999999,4
pinch,938,3.8300000000000001,1.7,4.5899999999999999,2.1000000000000001,4.7599999999999998,1.73,6
pistol,939,4.2000000000000002,2.5800000000000001,6.1500000000000004,2.1899999999999999,5.0499999999999998,2.77,27
pity,940,3.3700000000000001,1.5700000000000001,3.7200000000000002,2.02,4.1200000000000001,1.8200000000000001,14
poison,319,1.98,1.4399999999999999,6.0499999999999998,2.8199999999999998,3.1000000000000001,2.4399999999999999,10
pollute,321,1.8500000000000001,1.1100000000000001,6.0800000000000001,2.4199999999999999,4.9199999999999999,2.5099999999999998,1
poverty,322,1.6699999999999999,0.90000000000000002,4.8700000000000001,2.6600000000000001,3.21,2.21,20
pressure,944,3.3799999999999999,1.6100000000000001,6.0700000000000003,2.2599999999999998,3.4500000000000002,2.0699999999999998,185
prick,946,3.98,1.73,4.7000000000000002,2.5899999999999999,4.4699999999999998,1.8799999999999999,2
prison,329,2.0499999999999998,1.3400000000000001,5.7000000000000002,2.5600000000000001,4.2000000000000002,2.5800000000000001,42
pungent,948,3.9500000000000002,2.0899999999999999,4.2400000000000002,2.1699999999999999,4.7800000000000002,1.52,4
punishment,335,2.2200000000000002,1.4099999999999999,5.9299999999999997,2.3999999999999999,3.5,2.4300000000000002,21
pus,602,2.8599999999999999,1.9099999999999999,4.8200000000000003,2.0600000000000001,4.3499999999999996,1.8200000000000001,.
putrid,337,2.3799999999999999,1.71,5.7400000000000002,2.2599999999999998,4.8899999999999997,2.0899999999999999,.
python,949,4.0499999999999998,2.48,6.1799999999999997,2.25,4.5199999999999996,2.5600000000000001,14
quarrel,338,2.9300000000000002,2.0600000000000001,6.29,2.5600000000000001,4.0199999999999996,2.1600000000000001,20
rabies,340,1.77,0.96999999999999997,6.0999999999999996,2.6200000000000001,3.8500000000000001,2.3399999999999999,1
rat,345,3.02,1.6599999999999999,4.9500000000000002,2.3599999999999999,4.5499999999999998,2.1400000000000001,6
regretful,348,2.2799999999999998,1.4199999999999999,5.7400000000000002,2.3199999999999998,3.4300000000000002,2.52,1
resent,959,3.7599999999999998,1.8999999999999999,4.4699999999999998,2.1200000000000001,4.46,2.0899999999999999,8
revolver,962,4.0199999999999996,2.4399999999999999,5.5499999999999998,2.3900000000000001,4.3899999999999997,2.4700000000000002,14
ridicule,360,3.1299999999999999,2.2400000000000002,5.8300000000000001,2.73,3.8700000000000001,2.7000000000000002,5
rifle,603,4.0199999999999996,2.7599999999999998,6.3499999999999996,2.04,4.1600000000000001,2.71,63
rigid,963,3.6600000000000001,2.1200000000000001,4.6600000000000001,2.4700000000000002,4.6100000000000003,2.04,24
robber,964,2.6099999999999999,1.6899999999999999,5.6200000000000001,2.7200000000000002,3.6200000000000001,2.3799999999999999,2
rotten,365,2.2599999999999998,1.3700000000000001,4.5300000000000002,2.3799999999999999,4.3200000000000003,2.0899999999999999,2
rude,366,2.5,2.1099999999999999,6.3099999999999996,2.4700000000000002,4.9100000000000001,2.4900000000000002,6
rusty,367,3.8599999999999999,1.47,3.77,2.1600000000000001,4.5300000000000002,1.6200000000000001,8
sad,368,1.6100000000000001,0.94999999999999996,4.1299999999999999,2.3799999999999999,3.4500000000000002,2.1800000000000002,35
scalding,970,2.8199999999999998,2.1200000000000001,5.9500000000000002,2.5499999999999998,3.8199999999999998,2.2999999999999998,1
scandal,971,3.3199999999999998,1.8100000000000001,5.1200000000000001,2.2200000000000002,4.3399999999999999,1.73,8
scapegoat,972,3.6699999999999999,1.6499999999999999,4.5300000000000002,2.1299999999999999,3.52,1.7,1
scar,973,3.3799999999999999,1.7,4.79,2.1099999999999999,3.8799999999999999,1.71,10
scorching,975,3.7599999999999998,1.8300000000000001,5.0,2.7400000000000002,4.0999999999999996,2.0099999999999998,.
scorn,375,2.8399999999999999,2.0699999999999998,5.4800000000000004,2.52,3.9300000000000002,2.6400000000000001,4
scornful,376,3.02,2.0299999999999998,5.04,2.5600000000000001,4.5899999999999999,2.1800000000000002,5
scorpion,976,3.6899999999999999,2.6299999999999999,5.3799999999999999,3.0800000000000001,3.98,2.4399999999999999,.
scum,377,2.4300000000000002,1.5600000000000001,4.8799999999999999,2.3599999999999999,4.2599999999999998,1.99,.
scurvy,378,3.1899999999999999,2.0,4.71,2.7200000000000002,4.4800000000000004,2.48,1
seasick,379,2.0499999999999998,1.2,5.7999999999999998,2.8799999999999999,3.4100000000000001,2.3900000000000001,.
selfish,382,2.4199999999999999,1.6200000000000001,5.5,2.6200000000000001,4.6399999999999997,2.3100000000000001,8
severe,978,3.2000000000000002,1.74,5.2599999999999998,2.3599999999999999,3.8300000000000001,1.9099999999999999,39
shamed,386,2.5,1.3400000000000001,4.8799999999999999,2.27,2.98,1.9399999999999999,1
shriek,980,3.9300000000000002,2.2200000000000002,5.3600000000000003,2.9100000000000001,4.2999999999999998,1.8600000000000001,5
sick,607,1.8999999999999999,1.1399999999999999,4.29,2.4500000000000002,3.04,1.6499999999999999,51
sickness,390,2.25,1.71,5.6100000000000003,2.6699999999999999,3.8399999999999999,2.5,6
sin,392,2.7999999999999998,1.6699999999999999,5.7800000000000002,2.21,3.6200000000000001,2.29,53
sinful,393,2.9300000000000002,2.1499999999999999,6.29,2.4300000000000002,4.2400000000000002,2.73,3
sissy,394,3.1400000000000001,1.96,5.1699999999999999,2.5699999999999998,3.5800000000000001,2.7400000000000002,.
slave,398,1.8400000000000001,1.1299999999999999,6.21,2.9300000000000002,3.29,2.7599999999999998,30
slime,400,2.6800000000000002,1.6599999999999999,5.3600000000000003,2.6299999999999999,4.1699999999999999,1.8200000000000001,1
slow,982,3.9300000000000002,1.6000000000000001,3.3900000000000001,2.2200000000000002,4.3499999999999996,1.6100000000000001,60
slum,401,2.3900000000000001,1.25,4.7800000000000002,2.52,3.8300000000000001,2.1800000000000002,8
smallpox,402,2.52,2.0800000000000001,5.5800000000000001,2.1299999999999999,4.29,2.1699999999999999,2
snob,403,3.3599999999999999,1.8100000000000001,5.6500000000000004,2.3599999999999999,5.1100000000000003,2.25,1
sour,989,3.9300000000000002,1.98,5.0999999999999996,1.95,4.6399999999999997,1.5,3
spanking,990,3.5499999999999998,2.54,5.4100000000000001,2.73,3.9100000000000001,2.5099999999999998,.
