description,word_no,valence_mean,valence_sd,arousal_mean,arousal_sd,dominance_mean,dominance_sd,word_frequency
penthouse,933,6.8099999999999996,1.6399999999999999,5.5199999999999996,2.4900000000000002,6.5199999999999996,1.8200000000000001,1
people,525,7.3300000000000001,1.7,5.9400000000000004,2.0899999999999999,6.1399999999999997,2.02,847
perfection,310,7.25,2.0499999999999998,5.9500000000000002,2.73,6.71,2.2599999999999998,11
perfume,934,6.7599999999999998,1.48,5.0499999999999998,2.3599999999999999,5.9299999999999997,1.6899999999999999,10
pet,935,6.79,2.3199999999999998,5.0999999999999996,2.5899999999999999,5.8499999999999996,2.2799999999999998,8
pizza,526,6.6500000000000004,2.23,5.2400000000000002,2.0899999999999999,5.6900000000000004,1.8999999999999999,3
pleasure,317,8.2799999999999994,0.92000000000000004,5.7400000000000002,2.8100000000000001,6.1500000000000004,2.3100000000000001,62
politeness,320,7.1799999999999997,1.5,3.7400000000000002,2.3700000000000001,5.7400000000000002,1.7,5
powerful,324,6.8399999999999999,1.8,5.8300000000000001,2.6899999999999999,7.1900000000000004,2.52,63
present,943,6.9500000000000002,1.8500000000000001,5.1200000000000001,2.3900000000000001,5.8300000000000001,1.78,377
prestige,945,7.2599999999999998,1.8999999999999999,5.8600000000000003,2.0800000000000001,6.9000000000000004,1.96,29
pretty,326,7.75,1.26,6.0300000000000002,2.2200000000000002,5.5,1.97,107
pride,327,7.0,2.1099999999999999,5.8300000000000001,2.48,7.0599999999999996,2.1499999999999999,42
profit,331,7.6299999999999999,1.3,6.6799999999999997,1.78,5.8499999999999996,2.4700000000000002,28
progress,947,7.7300000000000004,1.3400000000000001,6.0199999999999996,2.5800000000000001,6.7599999999999998,2.0499999999999998,120
promotion,332,8.1999999999999993,1.1499999999999999,6.4400000000000004,2.5800000000000001,6.79,2.2799999999999998,26
protected,333,7.29,1.79,4.0899999999999999,2.77,5.7999999999999998,2.54,31
proud,334,8.0299999999999994,1.5600000000000001,5.5599999999999996,3.0099999999999998,6.7400000000000002,2.73,50
puppy,336,7.5599999999999996,1.8999999999999999,5.8499999999999996,2.7799999999999998,5.5099999999999998,2.3900000000000001,2
quick,953,6.6399999999999997,1.6100000000000001,6.5700000000000003,1.78,6.5700000000000003,1.9099999999999999,68
rabbit,527,6.5700000000000003,1.9199999999999999,4.0199999999999996,2.1899999999999999,6.0800000000000001,1.72,11
radiant,954,6.7300000000000004,2.1699999999999999,5.3899999999999997,2.8199999999999998,5.6100000000000003,2.1699999999999999,8
radio,341,6.7300000000000004,1.47,4.7800000000000002,2.8199999999999998,5.2800000000000002,1.8500000000000001,120
rainbow,343,8.1400000000000006,1.23,4.6399999999999997,2.8799999999999999,4.7199999999999998,2.3700000000000001,4
refreshment,347,7.4400000000000004,1.29,4.4500000000000002,2.7000000000000002,5.0,1.9199999999999999,2
rescue,352,7.7000000000000002,1.24,6.5300000000000002,2.5600000000000001,6.4500000000000002,2.29,15
respect,354,7.6399999999999997,1.29,5.1900000000000004,2.3900000000000001,6.8899999999999997,2.1099999999999999,125
respectful,355,7.2199999999999998,1.27,4.5999999999999996,2.6699999999999999,5.6699999999999999,2.3799999999999999,4
restaurant,960,6.7599999999999998,1.8500000000000001,5.4100000000000001,2.5499999999999998,5.7300000000000004,1.4099999999999999,41
reward,358,7.5300000000000002,1.6699999999999999,4.9500000000000002,2.6200000000000001,6.0,2.1400000000000001,15
riches,359,7.7000000000000002,1.95,6.1699999999999999,2.7000000000000002,6.7400000000000002,2.4300000000000002,2
river,362,6.8499999999999996,1.6899999999999999,4.5099999999999998,2.4199999999999999,5.0999999999999996,1.8600000000000001,165
safe,967,7.0700000000000003,1.8999999999999999,3.8599999999999999,2.7200000000000002,5.8099999999999996,2.0600000000000001,58
sailboat,529,7.25,1.71,4.8799999999999999,2.73,5.8600000000000003,1.71,1
sapphire,371,7.0,1.8799999999999999,5.0,2.7200000000000002,5.5499999999999998,2.2400000000000002,.
satisfied,372,7.9400000000000004,1.1899999999999999,4.9400000000000004,2.6299999999999999,6.1399999999999997,2.3700000000000001,36
savior,373,7.7300000000000004,1.5600000000000001,5.7999999999999998,3.0099999999999998,6.6399999999999997,2.1800000000000002,6
scholar,374,7.2599999999999998,1.4199999999999999,5.1200000000000001,2.46,6.5899999999999999,2.02,15
silk,391,6.9000000000000004,1.27,3.71,2.5099999999999998,4.8099999999999996,1.9299999999999999,12
silly,981,7.4100000000000001,1.8,5.8799999999999999,2.3799999999999999,6.0,2.0899999999999999,15
skijump,531,7.0599999999999996,1.73,7.0599999999999996,2.1000000000000001,4.9000000000000004,2.3199999999999998,.
sky,572,7.3700000000000001,1.3999999999999999,4.2699999999999996,2.1699999999999999,5.1600000000000001,2.0,58
smooth,984,6.5800000000000001,1.78,4.9100000000000001,2.5699999999999998,5.0899999999999999,2.0899999999999999,42
snow,575,7.0800000000000001,1.8300000000000001,5.75,2.4700000000000002,5.7999999999999998,1.97,59
snuggle,404,7.9199999999999999,1.24,4.1600000000000001,2.7999999999999998,5.6600000000000001,2.4700000000000002,4
social,985,6.8799999999999999,1.8200000000000001,4.9800000000000004,2.5899999999999999,5.9100000000000001,2.0699999999999998,380
soft,986,7.1200000000000001,1.3400000000000001,4.6299999999999999,2.6099999999999999,6.0,1.8,61
